user_id,age,aot_changebeliefs,aot_evidenceconflicts,aot_loyalbeliefs,aot_maintainbeliefs,aot_regardlesstopic,aot_trueimportant,comments,covidvaccine,crt_1050printer,crt_emilyaprilmay,crt_markadam28,crt_moldbread40,crt_passsecondplace,crt_sheep158died,economicissuespref,ethnicity,gender,politicalposition,politicalpref,random,ses_educationlevel,ses_educationyears,ses_income,ses_ladder,socialmedia_accuracyimportance,socialmedia_followers,socialmedia_following,socialmedia_sharepolitics,socialmedia_usefreq,socialissuespref,studyduration,aot
1653870059128_wogi1,40,1,1,1,1,1,1,no,6,5000,june,8,4000,1,7,1,white-caucasian,female,1,3,no,4,20,2,3,1,0,0,0,1,1,12,6
1653870093308_l61o2,39,3,3,2,3,2,2,"",6,10,Emily,8,39,2,8,2,white-caucasian,female,1,1,no,6,21,9,6,5,102,324,2,5,1,14,4.5
1653870130714_03k5e,39,5,5,4,5,2,1,None.,1,10,eMILEmily,4,39,2,8,3,"",male,3,3,no,2,15,3,3,5,300,12,1,5,3,17,3.33333333333333
1653870172013_c7exx,27,3,3,2,4,2,4,"",6,10,Emily,8,20,2,8,3,white-caucasian,female,3,3,no,4,3,0,2,4,250,300,1,5,3,16,4
1653870260808_pgtu4,29,3,2,2,1,2,2,n/a,6,5,June,4,20,2,7,2,asian,female,1,1,no,6,6,1,6,4,100,500,2,5,1,18,5
1653870342700_x7z5x,52,3,3,2,3,1,2,"",6,10,Emily,4,39,2,8,1,"",female,1,2,no,5,16,1,3,4,100,150,2,4,2,19,4.66666666666667
1653870349077_020xs,25,4,4,4,4,4,5,No,1,50,Emily,8,20,2,8,4,white-caucasian,female,2,4,no,2,12,1,1,5,50,100,2,5,2,23,2.83333333333333
1653870349130_tftud,33,1,1,1,1,1,1,no,6,50,June,8,20,2,7,1,white-caucasian,female,1,1,no,5,20,3,2,5,350,500,2,5,1,14,6
1653870411599_oy45y,42,1,1,1,1,1,1,Thank you for letting me participate in this survey. ,6,10,Emily,4,39,1,8,5,white-caucasian,male,2,5,no,4,14,1,7,5,0,0,1,1,4,30,6
1653870551892_mgbzh,56,4,4,2,3,3,3,no,3,50,Emily,4,28,2,8,4,white-caucasian,female,3,4,no,5,17,5,6,1,0,0,0,1,4,12,3.83333333333333
1653870728174_ufsnc,40,3,2,2,2,2,2,No,1,50,Emily,8,10,1,8,4,white-caucasian,female,2,6,no,2,12,5,3,5,250,220,2,5,4,15,4.83333333333333
1653870788788_1r1q0,28,4,4,5,4,4,4,No comments.,2,10,June,8,20,2,7,3,white-caucasian;other,female,3,3,no,5,17,1,1,1,0,0,0,1,3,18,2.83333333333333
1653870907028_udbwp,41,5,3,4,2,3,2,"",1,50,Emily,8,20,2,7,3,white-caucasian,female,2,5,no,4,16,5,4,5,5,4,1,5,3,16,3.83333333333333
1653870920651_kixbl,33,5,4,4,3,3,2,None.,6,10,Emily,8,10,1,8,2,black-african-american,male,1,2,no,5,16,5,5,1,20,10,1,2,2,8,3.5
1653870955142_ju2hg,43,4,4,3,3,3,3,"",1,10,Emily,8,39,2,8,4,white-caucasian,female,2,5,no,5,16,5,4,1,5000,147,2,5,4,8,3.66666666666667
1653870996943_ivwim,50,3,3,3,6,6,4,"",3,5,June,8,20,1,8,2,black-african-american;american-indian-alaska-native,female,3,4,no,5,26,0,5,5,50,20,1,3,4,26,2.83333333333333
1653871017116_t9uf8,44,6,6,3,6,6,1,no,1,10,emily,8,20,1,7,1,white-caucasian,female,1,1,no,6,24,1,7,1,1190,3,1,5,1,12,2.33333333333333
1653871017846_n6usy,43,4,3,2,2,2,1,no.,6,10,Emily,4,39,2,8,1,white-caucasian,male,3,3,no,6,21,8,6,5,115,45,1,5,1,16,4.66666666666667
1653871073941_630vx,71,5,5,2,3,2,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,male,2,5,no,3,13,2,3,5,10,15,2,5,5,28,3.83333333333333
1653871191766_mnp50,33,4,3,3,4,3,2,Thank you!,6,10,Emily,8,20,2,8,3,white-caucasian,female,1,2,no,4,12,3,5,5,26000,700,1,5,3,16,3.83333333333333
1653871250511_axyqf,30,2,2,2,2,1,2,"",5,50,Emily,5,20,2,8,2,white-caucasian,male,1,2,no,5,15,1,6,4,200,90,2,5,2,7,5.16666666666667
1653871256703_2s6nv,24,1,1,2,2,2,2,"",6,50,June,8,40,1,7,3,white-caucasian,female,1,2,no,5,4,5,6,3,77,239,2,5,3,11,5.33333333333333
1653871261763_eo8r2,35,4,3,2,2,2,3,No,6,50,Emily,8,39,2,8,5,white-caucasian,male,2,6,no,4,15,3,3,5,100,100,2,5,5,12,4.33333333333333
1653871306320_d3nk7,47,3,3,3,3,2,2,"Even though I've been vaccinated, I expect that I will eventually get Covid.  That question is hard to answer.",6,10,Emily,8,39,2,8,3,white-caucasian,female,3,3,no,5,17,9,6,5,0,10,2,5,2,12,4.33333333333333
1653871308730_ridx5,49,3,3,3,2,2,2,"",6,10,Emily,8,39,1,8,4,white-caucasian,male,1,3,no,6,18,7,2,1,3,3,1,3,2,12,4.5
1653871330514_07oip,27,3,4,5,3,4,3,"",6,50,JUNE,28,24,1,7,1,white-caucasian,male,2,4,yes,6,18,4,8,4,7,2,2,4,2,12,3.33333333333333
1653871367092_dzr6d,42,2,4,1,1,1,1,NA,6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,4,18,0,3,5,325,1200,2,5,1,8,5.33333333333333
1653871391921_qk5tf,42,3,3,2,3,3,2,Thank you for your time!,6,50,emily,8,39,1,7,3,white-caucasian,female,1,3,no,4,12.5,6,4,2,542,542,1,5,3,34,4.33333333333333
1653871483704_r4kzg,50,2,2,1,1,1,1,Enjoyed the survey. ,6,50,Emily,4,39,2,8,2,white-caucasian;american-indian-alaska-native,male,3,3,no,3,15,2,3,4,125,5,2,5,1,11,5.66666666666667
1653871624630_psm9l,33,3,3,2,1,2,2,Good luck with your research!,6,50,Probably June if he keeps that pattern up,8,20,1,8,2,white-caucasian,female,1,1,yes,6,22,2,5,5,430,446,1,5,1,10,4.83333333333333
1653871640080_4kfzb,35,6,4,4,3,3,2,no,6,10,emily,4,39,2,8,5,white-caucasian,male,2,4,no,5,17,5,5,4,120,250,2,4,4,13,3.33333333333333
1653871689965_xv8ln,42,3,3,2,2,2,2,No,6,10,Emily,8,20,2,8,5,american-indian-alaska-native,male,2,5,no,6,23,8,7,4,200,2,2,4,2,10,4.66666666666667
1653871751693_wb8wh,25,5,4,4,4,2,2,"",1,50,June,8,20,1,8,4,white-caucasian,female,2,5,no,5,4,1,7,3,19000,1000,1,5,4,9,3.5
1653871759699_10piw,32,1,1,1,1,1,1,"",6,50,Emily,8,20,1,7,3,white-caucasian,female,2,6,no,6,20,1,6,5,1550,480,2,5,3,16,6
1653871825133_4wt7k,29,1,1,2,1,1,2,"",6,50,Emily,8,39,1,8,2,white-caucasian,female,3,2,no,4,15,3,3,5,350,500,1,5,1,15,5.66666666666667
1653871835607_vh680,70,4,2,2,4,2,1,no,6,50,Emily,4,39,1,8,4,white-caucasian,male,3,3,no,6,20,7,6,5,6,1,2,4,2,17,4.5
1653871904371_uwdb7,41,4,4,3,2,2,3,no,6,1,Emily,8,39,2,7,3,white-caucasian,female,4,3,no,4,19,4,3,1,1,1,1,5,3,12,4
1653871947104_ubjjn,28,2,2,1,1,1,1,"",6,10,Emily,4,19,2,8,1,white-caucasian,male,1,1,no,6,19,5,7,4,130,160,1,5,1,12,5.66666666666667
1653871947952_wulux,56,5,4,4,4,4,3,No,6,10,Emily,4,39,2,8,2,black-african-american,female,1,1,no,5,16,5,5,4,5,3,2,4,2,32,3
1653871994040_eciqt,44,3,3,3,2,2,3,I'm surprised the approximation for the survey was 15 minutes. I took double that time because I was carefully reading through.,6,10,Emily,4,39,2,8,4,white-caucasian,female,1,3,no,5,17,7,6,4,1153,827,2,5,2,34,4.33333333333333
1653872011268_saitv,32,6,6,6,6,6,6,NA,6,10,Emily,4,39,2,7,1,asian,trans-non-binary,1,2,no,6,20,3,3,5,3000,1000,2,5,1,12,1
1653872037108_4b4wx,38,5,5,6,6,2,5,"",6,50,June,8,20,1,7,5,white-caucasian,female,2,6,no,5,21,7,6,2,535,10,1,5,5,25,2.16666666666667
1653872122433_aixq5,73,3,3,4,4,1,1,"",6,50,June,8,20,1,8,2,white-caucasian,female,1,1,no,6,20,6,4,5,150,1,1,4,2,33,4.33333333333333
1653872128616_tsjwh,71,3,5,1,2,2,2,"No, thanks",6,10,Emily,8,39,1,8,2,white-caucasian,female,3,3,no,6,20,6,7,5,590,120,2,5,2,15,4.5
1653872168962_cz8qh,26,4,4,5,5,4,6,"",6,10,June,8,20,1,7,1,black-african-american,male,1,1,no,5,16,7,5,5,450,6,2,5,1,22,2.33333333333333
1653872214992_y0in4,44,2,2,6,5,4,5,"",1,10,Emily,4,39,2,7,3,white-caucasian,female,3,3,no,4,14,1,7,1,500,50,1,5,3,13,3
1653872217888_3beu3,48,3,3,2,2,2,1,no,1,10,Emily,8,39,2,15,4,white-caucasian,male,3,4,no,5,17,8,4,2,350,200,2,5,3,25,4.83333333333333
1653872308953_rvtjf,43,3,3,3,3,2,2,none,6,10,Emily,24,39,2,8,2,white-caucasian,female,1,1,no,3,13,1,5,5,115,115,1,5,1,18,4.33333333333333
1653872358815_eowz2,55,4,3,3,3,3,2,none,6,1,June,8,20,2,7,4,white-caucasian,female,3,3,no,5,17,3,3,5,20,80,1,5,2,12,4
1653872373185_rcx8x,28,1,3,5,1,1,2,"",1,50,Emily,8,20,2,8,3,prefer-not-to-say,male,3,4,no,2,12,5,2,5,184,405,2,5,3,7,4.83333333333333
1653872567547_n2rfb,65,3,3,3,3,3,2,no,6,10,Emily,8,39,2,8,1,white-caucasian,female,1,1,no,5,18,2,3,5,0,1,2,5,1,14,4.16666666666667
1653872589236_tl81c,41,1,1,1,1,1,1,no,6,50,emily,8,20,1,8,3,black-african-american,male,1,2,no,5,16,7,3,4,20,53,2,5,2,11,6
1653872594896_re4rd,51,2,2,3,1,1,2,Thank you!,3,10,June,8,20,1,8,2,white-caucasian,male,2,4,no,4,13,2,5,3,1200,400,2,5,4,17,5.16666666666667
1653872599680_9frui,38,2,2,4,3,1,3,"",6,10,Emily,4,39,2,8,5,asian,male,1,2,no,6,23,9,6,1,0,0,0,1,1,13,4.5
1653872745314_ha3ga,50,5,5,4,4,2,3,"",1,10,Emily,8,20,1,8,5,white-caucasian,female,3,6,no,4,13,6,7,5,160,100,2,4,5,29,3.16666666666667
1653872926052_vvv6l,39,4,2,2,2,1,1,Some questions could benefit from context,6,10,Emily,4,20,2,8,1,white-caucasian,female,1,1,no,5,17,7,5,5,500,500,2,5,1,23,5
1653873154755_507n6,52,2,2,4,1,1,1,Not at this time. ,6,10,Emily ,8,20,1,7,2,white-caucasian,female,3,3,no,2,12,0,2,5,0,0,0,1,2,20,5.16666666666667
1653873193985_1smkw,26,2,3,1,1,1,1,"No, thank you.",6,10,June,8,39,2,8,1,white-caucasian,female,1,2,no,4,8,9,3,5,1500,440,2,5,1,10,5.5
1653873237359_3r6ri,34,3,2,2,2,1,2,"",6,50,Emily,4,39,2,8,4,white-caucasian,male,3,3,no,5,16,7,6,4,5,50,2,4,2,11,5
1653873268387_qp46b,28,2,1,1,1,1,1,"",6,50,Emily,8,10,2,8,2,white-caucasian,female,1,2,no,5,16,5,4,5,500,15,1,5,1,14,5.83333333333333
1653873270207_0ytvn,40,4,3,2,4,2,3,"",6,50,Emily,8,39,2,8,1,white-caucasian,female,3,2,no,5,19,3,2,5,0,0,1,2,1,40,4
1653873282305_r1cqc,67,3,2,2,2,2,3,nothing about gun control?,6,50,Emily,8,20,1,8,2,white-caucasian,female,1,2,no,4,15,7,6,5,400,400,2,5,1,14,4.66666666666667
1653873346039_vpv2d,20,2,5,2,2,2,2,no comments,6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,4,14,6,5,5,0,100,1,5,1,7,4.5
1653873376668_76rp7,38,5,4,5,4,5,5,None,6,50,June,8,20,1,7,3,white-caucasian,male,1,1,no,5,17,1,6,3,300,200,1,5,3,12,2.33333333333333
1653873408349_3x99m,63,2,2,3,1,1,2,no,6,10,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,5,16,,2,1,0,0,1,2,1,11,5.16666666666667
1653873410203_oupag,52,2,2,2,2,2,2,"",6,10,Emily,4,39,2,8,3,white-caucasian,female,3,3,no,6,19,2,4,5,0,0,0,1,2,14,5
1653873557185_7ja0x,59,6,6,5,6,4,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,female,2,5,no,5,16,1,6,5,150,0,1,4,5,20,2.16666666666667
1653873592112_4t8ku,28,2,2,2,2,2,2,"",6,10,Emily,4,39,1,8,2,asian,female,1,2,no,6,16,7,7,1,280,220,1,5,2,17,5
1653873866907_v3ft6,36,2,1,3,1,1,1,"",6,50,Emily,8,39,2,8,1,white-caucasian,female,1,1,no,2,12,1,3,3,1505,865,2,5,1,40,5.5
1653873886684_kmse2,20,4,4,2,3,2,1,"",6,10,Emily,4,39,2,8,2,asian,male,1,2,no,5,12,5,4,5,455,567,2,5,2,10,4.33333333333333
1653873904896_hnuke,52,4,5,5,4,4,5,well,5,50,june,8,20,1,7,5,white-caucasian,male,1,1,yes,6,16,1,8,5,300,2,2,5,5,9,2.5
1653874201172_dywdi,51,4,4,3,1,2,3,"",6,10,Emily,8,39,1,8,4,white-caucasian,female,1,3,no,5,16,1,6,5,156,67,2,5,2,22,4.16666666666667
1653874346127_uradp,69,3,4,3,2,2,3,None,6,10,June,4,39,1,8,3,white-caucasian,male,1,2,no,5,16,5,6,3,10,5,2,5,2,33,4.16666666666667
1653874460034_vp1gw,52,4,4,4,2,3,2,"No, thank you.",6,10,June,8,39,1,7,4,black-african-american,male,4,3,no,2,15,1,3,4,50,5,2,2,2,5,3.83333333333333
1653874478147_zd0m6,21,4,4,4,4,3,3,"For the social media feed section, would it be possible to have it toned down on the articles with microscopic imagery? Some of us have weird phobias about that.",6,50,Emily,8,20,2,8,3,white-caucasian,male,1,2,no,2,3,1,4,5,400,1500,1,4,1,11,3.33333333333333
1653874721739_w5qok,23,5,5,5,4,5,4,"",6,50,Emily,8,20,2,8,1,white-caucasian,female,1,1,no,2,12,1,2,2,350,150,2,5,1,10,2.33333333333333
1653874819895_ukf4l,34,5,4,6,5,5,5,good,5,10,june,8,50,1,7,5,black-african-american,female,1,1,yes,6,16,5,8,5,4,4,2,5,5,45,2
1653874840601_xevgy,45,1,1,1,1,1,1,"Really liked the attention checks/word problems, all around interesting survey. ",6,50,June,8,20,1,8,1,white-caucasian,female,1,1,no,2,13,2,2,4,136,350,2,5,1,15,6
1653874911837_azr68,43,1,1,3,1,3,3,"",6,50,June,8,5,1,7,5,white-caucasian,female,4,3,no,5,16,1,6,1,11000,9000,1,5,1,6,5
1653875087851_ka6pu,27,2,2,2,2,2,2,"",1,50,emily,8,20,1,8,2,white-caucasian,female,1,2,no,5,16,9,6,1,230,400,1,5,2,9,5
1653875169338_2bk89,27,3,3,3,3,3,3,No,6,10,Emily,4,39,2,8,2,white-caucasian,female,1,2,no,6,17,6,5,5,800,800,2,5,1,9,4
1653875196179_84y9i,35,5,2,2,6,3,2,This was a good study. Thank you!,1,10,Emily,8,39,2,8,3,white-caucasian,female,3,4,no,2,13,2,3,5,10,26,1,5,3,10,3.66666666666667
1653875319702_o8ha8,29,4,2,4,5,3,3,No comments,3,50,Emily,8,20,1,7,2,asian,female,1,2,no,5,18,1,7,2,2200,350,1,5,2,6,3.5
1653875413603_kfjlj,37,4,5,5,4,4,3,"",6,50,June ,8,20,1,7,1,white-caucasian,female,1,1,no,4,15,4,3,5,100,50,2,5,1,13,2.83333333333333
1653875447262_63mvs,34,5,4,3,5,4,4,"",6,50,Emily,4,20,2,7,5,white-caucasian,male,2,5,no,5,16,1,5,5,500,500,1,5,4,12,2.83333333333333
1653875451731_1sdta,43,4,3,3,5,4,3,"",1,50,Emily,4,20,1,8,5,white-caucasian,female,2,6,no,5,17,6,4,5,500,0,1,3,5,9,3.33333333333333
1653875463584_th503,26,3,3,4,3,3,3,no,6,10,emily,4,39,2,8,4,white-caucasian,female,2,4,no,5,14,6,6,4,500,200,2,3,4,5,3.83333333333333
1653875489364_yn4d1,34,1,1,1,1,1,1,no,6,10,Emily,4,39,2,8,3,white-caucasian,male,4,3,no,4,18,7,5,1,8,38,1,5,3,8,6
1653875523171_8ihey,50,4,4,3,3,4,3,"",2,10,June,8,39,1,7,3,white-caucasian,female,3,4,no,5,18,2,5,5,100,50,1,3,3,13,3.5
1653875547054_nh9mg,44,3,2,2,2,2,2,no,1,10,emily,8,20,2,8,4,white-caucasian,female,2,4,no,3,16,8,4,4,263,1031,2,5,3,19,4.83333333333333
1653875634210_nu51h,25,4,3,1,2,1,1,"",6,50,Emily,4,39,2,8,1,white-caucasian,female,3,1,no,5,17,3,4,5,250,40,1,5,1,14,5
1653875671232_nwqer,27,4,4,5,3,3,2,"Interesting, definitely kept my attention",6,10,Emily,8,39,2,8,3,"",other,3,4,no,4,15,1,4,4,622,321,2,5,3,14,3.5
1653875738764_04wol,31,2,2,4,3,1,1,"",1,50,Emily,8,20,1,8,3,white-caucasian,female,1,3,no,2,12,0,4,5,100,500,1,5,3,22,4.83333333333333
1653875798572_x1h8e,32,5,5,3,3,3,2,None,6,10,Emily,4,39,2,8,4,white-caucasian,male,2,5,no,6,16,3,3,1,5,6,1,5,4,17,3.5
1653875815597_tkry0,36,3,3,3,3,3,2,"",6,10,Emily,4,39,2,8,4,white-caucasian,male,2,4,no,6,17,8,6,5,0,20,2,5,5,14,4.16666666666667
1653875857883_iu4bt,26,3,3,3,4,3,3,"",4,50,JUNE,8,20,1,7,1,black-african-american,female,3,1,no,5,4,6,8,5,60,68,2,5,1,6,3.83333333333333
1653876033022_cpxcx,68,5,2,2,2,2,2,"",6,50,Emily,4,39,2,8,1,white-caucasian,male,1,1,no,5,16,2,6,5,50,90,2,5,1,10,4.5
1653876261981_d1dad,49,5,4,4,4,4,3,none,6,50,emily,4,39,1,8,3,white-caucasian,male,4,3,no,4,15,3,6,4,1700,50,2,5,3,20,3
1653876350099_ovdel,28,1,1,3,1,1,1,"",6,10,Emily,4,39,2,8,2,asian,male,3,3,no,4,3,7,3,5,382,868,2,5,2,12,5.66666666666667
1653876563997_4ho2p,24,4,4,4,4,2,2,no,6,10,emily,8,20,2,8,3,white-caucasian,female,3,4,no,2,0,1,2,3,250,1000,2,5,3,12,3.66666666666667
1653876638703_3sawz,43,4,5,4,4,4,4,Thank You ,1,10,Emily,8,39,2,8,2,white-caucasian,male,3,3,no,5,4,7,4,1,100,2,1,5,2,15,2.83333333333333
1653876667316_b1x7u,48,4,3,4,3,3,2,No additional comments,6,50,Emily,8,20,1,8,3,white-caucasian,female,3,3,no,5,17,5,5,1,550,550,2,5,3,12,3.83333333333333
1653876676515_uhh4x,43,5,2,2,5,2,2,"",2,50,Emily,8,20,3,8,2,black-african-american;asian,female,1,2,no,5,17,7,6,3,3000,2000,2,5,2,12,4
1653876686072_15x8x,31,4,3,2,3,2,2,"",6,50,June,8,20,2,8,3,white-caucasian,female,1,3,no,5,17,6,4,3,135,200,1,4,3,21,4.33333333333333
1653876711436_tucwf,29,4,3,4,4,3,3,"",1,50,june,8,20,1,8,4,white-caucasian,female,2,5,no,1,11,1,5,5,53,53,1,5,4,15,3.5
1653876887975_dry5c,49,4,2,2,2,2,1,I'd like to read some of the articles. ,6,50,Emily,8,39,2,8,1,white-caucasian,female,1,2,no,6,19,5,5,5,220,60,2,5,2,19,4.83333333333333
1653877018472_sylvj,30,2,1,2,1,2,1,"",6,50,june,8,20,1,8,1,white-caucasian,male,3,3,no,6,18,7,4,4,0,23,2,4,2,15,5.5
1653877169199_iq7c6,37,3,3,3,4,1,3,no,6,10,Emily,4,20,2,8,5,white-caucasian,male,2,4,no,0,12,1,6,5,20,1,1,5,3,15,4.16666666666667
1653877229615_h8u00,32,5,4,5,5,5,5,NO,5,10,JUNE,8,39,1,7,2,white-caucasian,female,2,6,yes,5,4,3,5,4,10000,1,1,5,2,30,2.16666666666667
1653877280913_03m6z,69,4,5,4,2,3,2,no,6,10,June,8,24,1,8,4,white-caucasian,male,3,3,no,2,12,3,5,4,25,29,1,2,4,15,3.66666666666667
1653878872396_2k0dh,20,4,1,6,4,1,1,"",5,10,Emily,8,39,2,8,3,black-african-american,female,3,3,no,3,15,1,5,1,32,102,2,4,2,20,4.16666666666667
1653879500448_kwqav,29,4,2,3,4,2,1,N/A,6,10,June,8,39,2,8,4,other,male,1,3,no,5,16,1,7,4,10000,3,1,5,2,11,4.33333333333333
1653879794395_q4za6,44,3,3,3,3,3,2,"",6,50,Emily,4,20,2,8,2,white-caucasian,female,3,3,no,6,20,4,5,5,350,350,1,5,2,15,4.16666666666667
1653880138896_ujwpu,29,3,4,3,3,3,3,No,6,50,June,48,80,1,8,2,white-caucasian,female,3,3,no,2,12,3,5,4,700,400,2,5,2,11,3.83333333333333
1653881035725_kvilw,53,2,1,2,1,1,1,"",6,50,Emily,8,24,2,8,3,white-caucasian,female,1,2,no,5,16,3,4,5,0,6,1,5,1,11,5.66666666666667
1653883101918_mti16,35,1,1,1,1,1,1,I thought this was very interesting. The newsfeed truly felt like it was primarily about monkeypox and that mirrors what I see from day to day. Thank you for letting me participate. ,6,50,Emily,8,20,1,7,3,white-caucasian;black-african-american;asian;native-hawaiian-pacific-islander,male,4,3,no,4,14,5,4,5,2000,20,1,5,3,10,6
1653919389166_72e90,38,6,4,4,4,4,1,"",6,50,Emily,8,20,2,8,4,white-caucasian,male,3,4,no,1,10,2,2,4,180,50,1,5,4,9,3.16666666666667
1653924386830_csaqs,36,2,2,2,2,2,2,Interesting study ,2,10,Emily,8,20,1,8,2,white-caucasian,female,1,2,no,5,16,1,6,4,350,125,2,4,1,21,5
1653924649934_4vaz3,41,5,4,5,6,3,6,Good,4,50,Emily,8,20,1,7,1,black-african-american,female,1,1,yes,5,16,4,8,4,5,4,2,5,1,7,2.16666666666667
1653924650998_2ddkp,27,1,1,1,1,1,1,"",6,10,Emily,4,39,2,8,1,white-caucasian,trans-non-binary,4,2,no,5,17,3,3,4,200,500,2,4,1,12,6
1653924660919_atg1m,37,5,2,6,4,2,5,The survey is very interesting.,6,50,June`,48,20,1,7,5,white-caucasian,male,2,6,yes,4,2,5,6,5,7,2,2,4,5,6,3
1653924671008_5oaba,59,1,1,1,1,1,1,Interesting study ,6,10,Emily,8,39,2,7,1,white-caucasian,male,1,1,no,2,14,1,1,5,3,5,1,5,1,22,6
1653924675040_q7md7,54,2,2,2,2,2,1,none,1,10,emily,4,39,2,8,5,white-caucasian,male,2,6,no,6,22,1,7,5,697,954,2,5,5,12,5.16666666666667
1653924680265_kaiiw,37,3,2,2,1,1,1,Good luck with your research,6,50,Emily,8,39,2,8,4,white-caucasian,female,3,4,no,6,21,1,7,2,450,500,1,5,2,9.75,5.33333333333333
1653924688336_4sqfc,26,3,2,3,3,3,2,None,1,50,Emily,4,20,2,8,4,white-caucasian,male,2,4,no,2,10,4,6,5,536,714,1,5,4,9,4.33333333333333
1653924695594_0mcsp,58,5,5,5,5,5,6,Like,6,50,june,8,20,1,7,5,white-caucasian,male,1,1,yes,6,16,9,9,4,7,7,2,3,5,5,1.83333333333333
1653924710780_3gwmp,34,3,2,3,2,3,2,none,4,50,Emily,8,20,2,8,3,white-caucasian,male,2,2,no,3,15,4,3,4,110,4,1,5,2,10,4.5
1653924717731_hweqh,41,4,4,4,4,4,5,it is an interesting study,6,50,june,8,20,1,7,2,white-caucasian,male,1,1,no,5,16,9,6,4,7,5,2,5,2,15,2.83333333333333
1653924719956_won2t,66,4,4,3,3,3,3,"",2,50,Emily,8,20,3,8,4,white-caucasian,male,3,4,yes,5,16,7,4,5,300,1,1,5,4,19,3.66666666666667
1653924729881_3p2qb,30,2,2,2,2,2,2,None,6,50,Emily,8,20,2,8,1,black-african-american,female,1,1,no,5,15,5,5,5,905,565,2,5,3,16,5
1653924734803_s95bg,44,4,2,2,4,2,3,"",6,10,June,8,20,2,7,5,white-caucasian,male,2,4,no,6,18,1,7,2,43,23,1,5,2,8,4.16666666666667
1653924735979_9mg4h,42,3,3,4,4,5,5,Very interesting in this survey..,6,50,June,8,40,3,7,5,white-caucasian,male,2,6,no,5,16,4,7,4,100,2,2,5,5,10,3
1653924741580_wteam,31,3,3,4,4,2,3,"",6,50,emily,8,20,2,8,1,white-caucasian,female,1,2,no,5,16,1,4,4,140,200,2,5,1,10,3.83333333333333
1653924748695_ndky0,33,3,1,2,3,2,1,no,6,50,emily,8,39,2,8,2,white-caucasian,female,3,3,yes,5,18,1,4,5,500,250,2,4,2,10,5
1653924752053_o43yy,55,4,2,3,4,2,1,"",6,10,Emily,4,39,2,8,5,white-caucasian,male,2,5,no,5,16,7,6,5,450,650,2,5,5,15,4.33333333333333
1653924753550_dsjro,51,4,4,3,3,2,2,Thank you for the opportunity to assist you.,6,50,Emily,4,39,2,8,4,white-caucasian,female,2,6,no,4,14,7,4,4,135,60,2,5,5,26,4
1653924762132_nko4e,61,3,2,3,3,2,2,Good survey. It kept my attention.,6,50,june,8,20,1,8,4,"",male,3,4,no,2,12,4,3,5,50,200,2,5,4,15,4.5
1653924763186_p25ss,51,5,5,5,5,4,3,no,1,50,Emily,8,20,2,8,5,white-caucasian,female,2,6,no,3,13,3,3,2,20,125,2,5,5,35,2.5
1653924764703_qa612,29,4,4,3,4,4,3,"",6,10,June,4,39,2,8,3,white-caucasian,male,3,3,no,2,12,2,4,5,78,150,2,5,3,14,3.33333333333333
1653924770151_lfh5f,41,4,5,3,2,3,3,"",5,10,June,4,12,1,7,1,black-african-american,male,1,1,no,3,3,3,2,5,212,1,2,5,1,8,3.66666666666667
1653924771097_b8gzo,24,4,3,5,3,4,4,"",6,50,Emily,8,20,2,7,2,black-african-american,male,1,3,no,5,16,1,5,4,2234,1256,2,5,2,10,3.16666666666667
1653924775885_m6dsh,42,4,3,3,3,3,3,"",1,10,Emily,8,39,1,8,4,white-caucasian,male,1,3,no,4,13,1,1,1,100,30,1,4,2,7,3.83333333333333
1653924798260_1db34,35,4,5,4,4,5,4,very nice survey.,6,10,Emily,8,18,2,7,5,black-african-american,female,1,2,yes,6,17,1,9,4,3565,1,2,5,5,15,2.66666666666667
1653924821959_wgyqf,63,4,5,4,4,2,2,no,6,10,June,8,20,1,8,2,white-caucasian,male,3,3,no,2,12,1,3,5,0,4,1,3,2,11,3.5
1653924826851_8adbw,45,2,5,2,5,2,1,"",6,1,june,8,20,1,7,1,white-caucasian,female,1,1,no,6,20,3,6,3,6,4,2,4,1,19,4.16666666666667
1653924852576_au4gk,20,5,2,4,4,3,1,No,6,10,Emily,8,39,2,8,4,white-caucasian,male,1,3,no,4,15,1,6,3,600,857,1,5,2,7,3.83333333333333
1653924898493_326ur,49,3,5,5,5,4,3,Nice.,4,50,June,8,20,1,7,2,white-caucasian,female,2,5,no,5,16,3,9,5,5,2,2,4,1,15,2.83333333333333
1653924924326_005q2,68,4,2,2,4,3,2,No,6,10,Emily,4,39,2,8,4,white-caucasian,male,1,1,no,6,21,1,8,5,1450,135,2,5,1,12,4.16666666666667
1653924938892_a3h4a,27,4,4,4,2,2,2,nope,1,100,emily,8,25,2,7,3,black-african-american,male,3,3,no,5,17,4,6,1,7,2,1,3,3,19,4
1653924949298_uel97,51,5,5,6,5,5,2,None. Thank you.,6,10,Emily,24,20,2,8,4,white-caucasian,female,3,4,no,6,8,7,6,1,4,7,1,5,4,16,2.33333333333333
1653924953550_6bnt2,36,4,3,3,3,3,2,No,6,10,Emily,24,39,1,8,1,white-caucasian,male,1,1,no,5,16,1,3,5,60,200,2,5,1,13,4
